区县,初级中学,高中学校,录取分数线,是否完成,招生计划数,总分,语文,数学,英语
嘉定区,上海市嘉定区启良中学,上海市嘉定区第一中学,721.5,否,50,384.5,129,128,142
嘉定区,上海市嘉定区启良中学,上海交通大学附属中学嘉定分校,726.5,否,50,399.5,139,129,139
嘉定区,上海市嘉定区方泰中学,上海市嘉定区第一中学,730,否,50,403,133,129,130
嘉定区,上海市嘉定区方泰中学,上海交通大学附属中学嘉定分校,733.5,否,50,397,129,128,139
嘉定区,上海市嘉定区方泰中学,华东师范大学第二附属中学,735,否,50,401,133,126,132
嘉定区,上海市嘉定区迎园中学,上海市嘉定区第一中学,729,否,50,403,134,126,134
嘉定区,上海市嘉定区迎园中学,上海交通大学附属中学嘉定分校,737,否,50,405,139,128,138
嘉定区,上海市嘉定区南苑中学,上海市嘉定区第一中学,716,否,50,390,137,123,133
嘉定区,上海市嘉定区南苑中学,上海交通大学附属中学嘉定分校,729,否,50,399,134,123,134
嘉定区,上海市嘉定区黄渡中学,上海市嘉定区第一中学,722.5,否,50,392.5,141,117,137
嘉定区,上海市嘉定区黄渡中学,上海交通大学附属中学嘉定分校,730.5,否,50,398.5,139,121,138
嘉定区,上海市嘉定区黄渡中学,华东师范大学第二附属中学,741,否,50,409,145,127,138
嘉定区,上海市嘉定区徐行中学,上海市嘉定区第一中学,697.5,否,50,382,130,119,128
嘉定区,上海市嘉定区徐行中学,上海交通大学附属中学嘉定分校,690.5,否,50,365.5,124,117,134
嘉定区,上海市嘉定区马陆育才联合中学,上海市嘉定区第一中学,703.5,否,50,380.5,120,121,133
嘉定区,上海市嘉定区马陆育才联合中学,华东师范大学第二附属中学,741.5,否,50,409.5,142,124,134
嘉定区,上海市民办嘉一联合中学,上海市上海中学,757.5,否,50,420.5,137,136,139
嘉定区,上海市民办嘉一联合中学,上海市嘉定区第一中学,726.5,否,50,402.5,141,124,133
嘉定区,上海市民办嘉一联合中学,上海交通大学附属中学嘉定分校,743,否,50,409,143,122,138
嘉定区,上海市嘉定区丰庄中学,上海市上海中学,752,否,50,410,136,127,143
嘉定区,上海市嘉定区丰庄中学,上海市嘉定区第一中学,709.5,否,50,390.5,138,120,127
嘉定区,上海市嘉定区丰庄中学,上海交通大学附属中学嘉定分校,730,否,50,399,132,128,135
嘉定区,上海市嘉定区外冈中学,上海市嘉定区第一中学,693.5,否,50,370.5,124,122,134
嘉定区,上海市嘉定区外冈中学,上海交通大学附属中学嘉定分校,715.5,否,50,394.5,149,118,130
嘉定区,上海民办华曜嘉定初级中学,上海市嘉定区第一中学,722,否,50,393,136,118,129
嘉定区,上海民办华曜嘉定初级中学,上海交通大学附属中学嘉定分校,747.5,否,50,411.5,138,128,140
嘉定区,上海市嘉定区震川中学,上海市嘉定区第一中学,725,否,50,398,142,120,134
嘉定区,上海市嘉定区震川中学,上海交通大学附属中学嘉定分校,733.5,否,50,402.5,140,127,141
嘉定区,上海大学附属嘉定留云中学,上海市嘉定区第一中学,720,否,50,400,133,128,122
嘉定区,上海大学附属嘉定留云中学,上海交通大学附属中学嘉定分校,734,否,50,398.5,137,120,140
嘉定区,交大附中附属嘉定德富中学,上海市嘉定区第一中学,714.5,否,50,396.5,123,132,120
嘉定区,交大附中附属嘉定德富中学,上海交通大学附属中学嘉定分校,750,否,50,415,143,128,138
嘉定区,同济大学附属实验中学,上海市嘉定区第一中学,719,否,50,394,133,127,131
嘉定区,同济大学附属实验中学,上海交通大学附属中学嘉定分校,750,否,50,415,134,133,138
嘉定区,上海市嘉定区华江中学,上海市嘉定区第一中学,725.5,否,50,405.5,135,126,123
嘉定区,上海市嘉定区华江中学,上海交通大学附属中学嘉定分校,739,否,50,408,130,132,131
嘉定区,上海市嘉定区新城实验中学,上海市嘉定区第一中学,722.5,否,50,398.5,133,124,128
嘉定区,上海市嘉定区新城实验中学,上海交通大学附属中学嘉定分校,744,否,50,406,137,126,144
嘉定区,上海市嘉定区南翔中学,上海市嘉定区第一中学,723,否,50,397,131,127,133
嘉定区,上海市嘉定区南翔中学,上海交通大学附属中学嘉定分校,739,否,50,401,139,119,142
嘉定区,上海市嘉定区疁城实验学校,上海交通大学附属中学,695.5,否,50,376.5,131,111,134
嘉定区,上海市嘉定区疁城实验学校,上海市嘉定区第一中学,724.5,否,50,393.5,129,127,134
嘉定区,上海市嘉定区疁城实验学校,上海交通大学附属中学嘉定分校,732,否,50,402,132,133,132
嘉定区,上海市嘉定区戬浜学校,上海市上海中学,728.5,否,50,398,134,126,141
嘉定区,上海市嘉定区戬浜学校,上海市嘉定区第一中学,702,否,50,385,134,127,129
嘉定区,上海市嘉定区戬浜学校,上海交通大学附属中学嘉定分校,723.5,否,50,393.5,133,123,137
嘉定区,上海市嘉定区朱桥学校,上海交通大学附属中学,752,否,50,416,146,128,143
嘉定区,上海市嘉定区朱桥学校,上海市嘉定区第一中学,714,否,50,390,134,124,132
嘉定区,上海市嘉定区朱桥学校,上海交通大学附属中学嘉定分校,736.5,否,50,403.5,137,126,135
嘉定区,上海市嘉定区苏民学校,复旦大学附属中学,751.5,否,50,412.5,140,127,142
嘉定区,上海市嘉定区苏民学校,上海市嘉定区第一中学,727.5,否,50,402.5,131,130,130
嘉定区,上海市嘉定区苏民学校,上海交通大学附属中学嘉定分校,749,否,50,413,137,132,139
嘉定区,上海市民办远东学校,上海市嘉定区第一中学,726,否,50,396,137,123,137
嘉定区,上海市民办远东学校,上海交通大学附属中学嘉定分校,745.5,否,50,413.5,137,132,137
嘉定区,上海市民办桃李园实验学校,复旦大学附属中学,760,否,50,419,142,135,140
嘉定区,上海市民办桃李园实验学校,上海市嘉定区第一中学,725.5,否,50,403.5,135,127,124
嘉定区,上海市民办桃李园实验学校,上海交通大学附属中学嘉定分校,752,否,50,414,150,121,143
嘉定区,上海市嘉定区华亭学校,上海市嘉定区第一中学,709,否,50,386.5,137,110,129.5
嘉定区,上海市嘉定区华亭学校,上海交通大学附属中学嘉定分校,698,否,50,377,129,111,128
嘉定区,上海市嘉定区娄塘学校,上海市嘉定区第一中学,705,否,50,388,134,120,128
嘉定区,上海市嘉定区娄塘学校,上海交通大学附属中学嘉定分校,749.5,否,50,410.5,143,127,143
嘉定区,上海外国语大学嘉定外国语学校,上海市嘉定区第一中学,725,否,50,405,130,133,124
嘉定区,上海市嘉定区练川实验学校,复旦大学附属中学,757.5,否,50,417,146,135,144
嘉定区,上海市嘉定区练川实验学校,上海市嘉定区第一中学,720,否,50,403,137,125,126
嘉定区,上海市嘉定区练川实验学校,上海交通大学附属中学嘉定分校,723,否,50,401,136,127,129
嘉定区,上海华旭双语学校,上海市嘉定区第一中学,685.5,否,50,372.5,113,118,117
嘉定区,上海华旭双语学校,上海交通大学附属中学嘉定分校,745.5,否,50,411.5,140,128,139
嘉定区,上海华旭双语学校,上海师范大学附属中学,730,否,50,400,132,124,138
嘉定区,中科院上海实验学校,上海市嘉定区第一中学,733,否,50,398,134,128,138
嘉定区,中科院上海实验学校,上海交通大学附属中学嘉定分校,740,否,50,405.5,140,125,136
嘉定区,上海嘉定区世界外国语学校,上海市嘉定区第一中学,728,否,50,392,130,127,137
嘉定区,上海嘉定区世界外国语学校,上海交通大学附属中学嘉定分校,748.5,否,50,407.5,145,123,145
嘉定区,上海市嘉定区金鹤学校,上海市嘉定区第一中学,717.5,否,50,383.5,131,114,137
嘉定区,上海市嘉定区金鹤学校,上海交通大学附属中学嘉定分校,727,否,50,390,140,118,140
嘉定区,同济大学附属嘉定实验中学,上海市嘉定区第一中学,720.5,否,50,383.5,121,123,142
嘉定区,同济大学附属嘉定实验中学,上海交通大学附属中学嘉定分校,743,否,50,412,144,122,135
嘉定区,交大附中附属嘉定洪德中学,上海交通大学附属中学,750,否,50,417,144,130,139
嘉定区,交大附中附属嘉定洪德中学,上海市嘉定区第一中学,719.5,否,50,391.5,128,120,134
嘉定区,交大附中附属嘉定洪德中学,上海交通大学附属中学嘉定分校,737.5,否,50,409.5,146,120,137
嘉定区,上海市嘉定区嘉二实验学校,上海市嘉定区第一中学,718,否,50,384,127,123,142
嘉定区,上海市嘉定区嘉二实验学校,上海交通大学附属中学嘉定分校,722,否,50,392,132,126,138
嘉定区,上海嘉定区民办华盛怀少学校,上海市嘉定区第一中学,713,否,50,391,123,132,125
嘉定区,上海嘉定区民办华盛怀少学校,上海交通大学附属中学嘉定分校,741.5,否,50,406.5,134,127,133
奉贤区,上海市奉贤区古华中学,上海市格致中学（奉贤校区）,717,否,50,391,135,123,133
奉贤区,上海市奉贤区古华中学,上海市奉贤中学,719,否,50,389,124,125,140
奉贤区,上海市奉贤区实验中学,上海市格致中学（奉贤校区）,733,否,50,406,140,125,137
奉贤区,上海市奉贤区实验中学,上海市奉贤中学,738,否,50,407,137,127,135
奉贤区,上海市奉贤中学附属南桥中学,上海市格致中学（奉贤校区）,718,否,50,396,134,126,126
奉贤区,上海市奉贤中学附属南桥中学,华东师范大学第二附属中学,738.5,否,50,405.5,145,125,144
奉贤区,上海市奉贤中学附属南桥中学,上海市奉贤中学,720.5,否,50,393.5,134,121,132
奉贤区,上海市奉贤区汇贤中学,上海市格致中学（奉贤校区）,737.5,否,50,401.5,129,128,139
奉贤区,上海市奉贤区汇贤中学,上海市奉贤中学,742,否,50,411,144,126,135
奉贤区,上海市奉贤区塘外中学,上海市格致中学（奉贤校区）,696.5,否,50,377.5,123,118,131
奉贤区,上海市奉贤区塘外中学,上海市奉贤中学,697.5,否,50,387.5,130,125,128
奉贤区,上海市奉贤区青村中学,上海市格致中学（奉贤校区）,684.5,否,50,376,130,107,127
奉贤区,上海市奉贤区青村中学,上海市奉贤中学,696,否,50,384,138,110,122
奉贤区,上海市奉贤区奉城第二中学,上海市格致中学（奉贤校区）,717.5,否,50,388.5,125,123,133
奉贤区,上海市奉贤区奉城第二中学,上海市奉贤中学,718.5,否,50,387.5,132,122,136
奉贤区,上海市奉贤区头桥中学,上海市格致中学（奉贤校区）,657.5,否,50,350.5,123,117,126
奉贤区,上海市奉贤区头桥中学,上海市奉贤中学,682,否,50,358,119,123,131
奉贤区,上海市奉贤区洪庙中学,上海市格致中学（奉贤校区）,700.5,否,50,380,124,117,130
奉贤区,上海市奉贤区洪庙中学,上海市奉贤中学,671,否,50,359,122,110,121
奉贤区,上海市奉贤区四团中学,上海市格致中学（奉贤校区）,686,否,50,373.5,136,115,125
奉贤区,上海市奉贤区四团中学,上海市奉贤中学,700,否,50,394,138,120,120
奉贤区,上海市奉贤区青溪中学,上海市格致中学（奉贤校区）,724,否,50,404,136,124,125
奉贤区,上海市奉贤区青溪中学,上海市奉贤中学,740,否,50,406.5,130,135,139
奉贤区,上海市奉贤区尚同中学,上海市格致中学（奉贤校区）,703.5,否,50,386.5,130,114,130
奉贤区,上海市奉贤区尚同中学,上海市奉贤中学,719.5,否,50,391.5,135,122,137
奉贤区,上海市奉贤区崇实中学,上海市格致中学（奉贤校区）,733,否,50,400.5,133,129,139
奉贤区,上海市奉贤区崇实中学,上海交通大学附属中学,753.5,否,50,417.5,144,131,141
奉贤区,上海市奉贤区崇实中学,上海市奉贤中学,743.5,否,50,410.5,140,130,137
奉贤区,上海市奉贤区待问中学,上海市格致中学（奉贤校区）,713,否,50,392,128,125,124
奉贤区,上海市奉贤区待问中学,上海市奉贤中学,716,否,50,387,121,130,138
奉贤区,上海市奉贤中学附属初级中学,上海市格致中学（奉贤校区）,735,否,50,400,129,136,141
奉贤区,上海市奉贤中学附属初级中学,上海市奉贤中学,742,否,50,406.5,141,123,140
奉贤区,上海市奉贤区肖塘中学,上海市格致中学（奉贤校区）,697.5,否,50,385.5,121,127,121
奉贤区,上海市奉贤区肖塘中学,上海市奉贤中学,710,否,50,380,119,124,137
奉贤区,上海市奉贤区育秀中学,上海市格致中学（奉贤校区）,722.5,否,50,399.5,138,121,125
奉贤区,上海市奉贤区育秀中学,上海市上海中学,752,否,50,415,149,125,138
奉贤区,上海市奉贤区育秀中学,复旦大学附属中学,748,否,50,410,139,130,141
奉贤区,上海市奉贤区育秀中学,上海市奉贤中学,737.5,否,50,408.5,143,123,138
奉贤区,上海市奉贤区华亭学校,上海市格致中学（奉贤校区）,717.5,否,50,392.5,129,122,138
奉贤区,上海市奉贤区华亭学校,上海师范大学附属中学,721.5,否,50,401.5,133,130,130
奉贤区,上海市奉贤区华亭学校,上海市奉贤中学,727.5,否,50,396.5,137,124,145
奉贤区,上海市奉贤区西渡学校,上海市格致中学（奉贤校区）,715,否,50,382,136,117,142
奉贤区,上海市奉贤区西渡学校,上海市奉贤中学,716,否,50,401,131,131,118
奉贤区,上海市奉贤区新寺学校,上海市奉贤中学,672,否,50,358,119,118,128
奉贤区,上海奉贤区世外学校,上海市格致中学（奉贤校区）,705,否,50,383,123,127,130
奉贤区,上海奉贤区世外学校,上海市奉贤中学,715,否,50,388.5,129,124,127
奉贤区,上海市奉贤区胡桥学校,上海市奉贤中学,705,否,50,383,132,119,135
奉贤区,上海市奉贤区柘林学校,上海市格致中学（奉贤校区）,702,否,50,376,126,117,132
奉贤区,上海市奉贤区柘林学校,上海市奉贤中学,724.5,否,50,399.5,129,128,131
奉贤区,上海市奉贤区阳光外国语学校,上海市格致中学（奉贤校区）,719.5,否,50,390,130,121,139
奉贤区,上海市奉贤区阳光外国语学校,上海市奉贤中学,728,否,50,398,131,123,135
奉贤区,上海市奉贤区庄行学校,上海市格致中学（奉贤校区）,706,否,50,386,132,109,131
奉贤区,上海市奉贤区庄行学校,上海市奉贤中学,724,否,50,408,140,121,125
奉贤区,上海市奉贤区邬桥学校,上海市奉贤中学,682.5,否,50,377,124,119,120
奉贤区,上海市奉贤区齐贤学校,上海市格致中学（奉贤校区）,697,否,50,374,118,128,126
奉贤区,上海市奉贤区齐贤学校,上海市奉贤中学,718.5,否,50,392.5,140,119,135
奉贤区,上海市奉贤区泰日学校,上海市格致中学（奉贤校区）,714.5,否,50,392.5,122,128,133
奉贤区,上海市奉贤区泰日学校,上海市奉贤中学,715.5,否,50,394,138,125,134
奉贤区,上海市奉贤中学附属三官堂学校,上海市格致中学（奉贤校区）,718,否,50,386.5,129,125,138
奉贤区,上海市奉贤中学附属三官堂学校,上海市奉贤中学,739.5,否,50,403.5,130,130,137
奉贤区,上海市奉贤区钱桥学校,上海市格致中学（奉贤校区）,724,否,50,399,124,129,129
奉贤区,上海市奉贤区钱桥学校,上海市奉贤中学,715.5,否,50,393.5,126,126,127
奉贤区,上海市奉贤区平安学校,上海市格致中学（奉贤校区）,703.5,否,50,396.5,128,131,113.5
奉贤区,上海市奉贤区平安学校,上海市奉贤中学,709.5,否,50,389.5,131,125,127
奉贤区,上海市奉贤区邵厂学校,上海市奉贤中学,677,否,50,368,131,124,130
奉贤区,上海市奉贤区弘文学校,上海市格致中学（奉贤校区）,740,否,50,407,141,125,139
奉贤区,上海市奉贤区弘文学校,上海市奉贤中学,744.5,否,50,414.5,144,131,137
奉贤区,上海市奉贤区星火学校,上海市格致中学（奉贤校区）,709.5,否,50,389.5,127,131,127
奉贤区,上海市奉贤区星火学校,上海市奉贤中学,710.5,否,50,390,135,120,129.5
奉贤区,上海市奉贤区蓝湾五四学校,上海市奉贤中学,663.5,否,50,343.5,131,111,129
奉贤区,上海市奉贤区肇文学校,上海市格致中学（奉贤校区）,707,否,50,377,128,116,134
奉贤区,上海市奉贤区肇文学校,上海市奉贤中学,702.5,否,50,378.5,135,109,133
奉贤区,上海市奉贤区奉浦中学,上海市格致中学（奉贤校区）,715,否,50,380,132,117,142
奉贤区,上海市奉贤区奉浦中学,上海交通大学附属中学,722.5,否,50,396.5,141,118,137
奉贤区,上海市奉贤区奉浦中学,上海市奉贤中学,716.5,否,50,398.5,134,129,125
奉贤区,上海大学附属奉贤实验学校,上海市格致中学（奉贤校区）,707,否,50,390,136,114,133
奉贤区,上海大学附属奉贤实验学校,上海市奉贤中学,706,否,50,387,139,118,131
奉贤区,柘林学校师大附中教学点,上海市格致中学（奉贤校区）,697.5,否,50,378.5,113,120,131
奉贤区,柘林学校师大附中教学点,上海市奉贤中学,721.5,否,50,388.5,134,114,141
宝山区,上海市淞谊中学,上海市行知中学,742,否,50,409,142,126,138
宝山区,上海市淞谊中学,上海大学附属中学,714.5,否,50,392.5,136,123,127
宝山区,上海市淞谊中学,上海师范大学附属中学宝山分校,730,否,50,405.5,132,129,129
宝山区,上海市淞谊中学,上海市吴淞中学,721,否,50,397.5,138,124,134
宝山区,上海市宝山区教育学院附属中学,上海市行知中学,731.5,否,50,402.5,140,125,135
宝山区,上海市宝山区教育学院附属中学,上海大学附属中学,713,否,50,394.5,143,118,131
宝山区,上海市宝山区教育学院附属中学,上海市吴淞中学,713.5,否,50,393.5,119,133,125
宝山区,上海市吴淞初级中学,上海市行知中学,673,否,50,368,114,121,114
宝山区,上海市吴淞初级中学,上海大学附属中学,668.5,否,50,363.5,110,121,115
宝山区,上海市吴淞初级中学,上海师范大学附属中学宝山分校,677.5,否,50,379,118,120,111
宝山区,上海市吴淞初级中学,上海市吴淞中学,699.5,否,50,379.5,116,129,129
宝山区,上海市海滨第二中学,上海交通大学附属中学,755,否,50,418,141,129,143
宝山区,上海市海滨第二中学,上海市行知中学,710.5,否,50,396,128,121,125
宝山区,上海市海滨第二中学,上海大学附属中学,723.5,否,50,398.5,137,124,133
宝山区,上海市海滨第二中学,上海师范大学附属中学宝山分校,713.5,否,50,396.5,133,121,128
宝山区,上海市海滨第二中学,上海市吴淞中学,705.5,否,50,380.5,115,120,130
宝山区,上海民办宝莲中学,上海市行知中学,732.5,否,50,413.5,144,123,122
宝山区,上海民办宝莲中学,上海大学附属中学,719,否,50,389.5,137,111,133
宝山区,上海民办宝莲中学,上海师范大学附属中学宝山分校,733.5,否,50,406.5,139,125,133
宝山区,上海民办宝莲中学,上海市吴淞中学,719.5,否,50,393,123,130,131
宝山区,上海市吴淞第二中学,上海市行知中学,718.5,否,50,386,122,123,138
宝山区,上海市吴淞第二中学,上海大学附属中学,685.5,否,50,376,123,124,117
宝山区,上海市吴淞第二中学,上海师范大学附属中学宝山分校,716,否,50,389.5,126,125,130
宝山区,上海市吴淞第二中学,上海市吴淞中学,694.5,否,50,382.5,132,117,120
宝山区,上海市虎林中学,上海市行知中学,725,否,50,406,136,128,128
宝山区,上海市虎林中学,上海大学附属中学,716.5,否,50,389.5,140,121,133
宝山区,上海市虎林中学,上海师范大学附属中学宝山分校,717.5,否,50,392.5,136,121,133
宝山区,上海市虎林中学,上海市吴淞中学,711,否,50,380,121,123,137
宝山区,上海市泗塘中学,上海市行知中学,727.5,否,50,400.5,136,124,135
宝山区,上海市泗塘中学,上海大学附属中学,718,否,50,388.5,121,125,140
宝山区,上海市泗塘中学,上海师范大学附属中学宝山分校,736,否,50,409,141,129,139
宝山区,上海市泗塘中学,上海市吴淞中学,712,否,50,396.5,127,132,123
宝山区,上海市宝山区求真中学北校,上海市行知中学,719.5,否,50,396.5,133,124,133
宝山区,上海市宝山区求真中学北校,上海大学附属中学,699.5,否,50,378,115,129,128
宝山区,上海市宝山区求真中学北校,上海师范大学附属中学宝山分校,665,否,50,356,117,111,120
宝山区,上海市宝山区求真中学北校,上海市吴淞中学,719.5,否,50,401.5,136,129,126
宝山区,上海市宝山区求真中学南校,上海市行知中学,734,否,50,398,122,129,139
宝山区,上海市宝山区求真中学南校,上海大学附属中学,694.5,否,50,390.5,130,124,114
宝山区,上海市宝山区求真中学南校,上海师范大学附属中学宝山分校,677,否,50,374.5,115,121,123
宝山区,上海市宝山区求真中学南校,上海市吴淞中学,688,否,50,371.5,121,125,125
宝山区,上海市长江第二中学,上海市行知中学,724,否,50,403,135,127,129
宝山区,上海市长江第二中学,上海大学附属中学,708,否,50,387,121,127,124
宝山区,上海市长江第二中学,上海师范大学附属中学宝山分校,719,否,50,401,130,131,131
宝山区,上海市长江第二中学,上海市吴淞中学,713.5,否,50,391,129,128,133
宝山区,上海市宝山区求真中学,上海市行知中学,741.5,否,50,401.5,139,123,143
宝山区,上海市宝山区求真中学,上海大学附属中学,715,否,50,389,123,122,134
宝山区,上海市宝山区求真中学,上海师范大学附属中学宝山分校,728.5,否,50,404.5,142,121,129
宝山区,上海市宝山区求真中学,上海市吴淞中学,714,否,50,378,120,119,139
宝山区,上海市大场中学,上海市行知中学,729,否,50,398,130,131,140
宝山区,上海市大场中学,上海大学附属中学,708,否,50,388,138,115,132
宝山区,上海市大场中学,上海师范大学附属中学宝山分校,718.5,否,50,395.5,137,123,131
宝山区,上海市大场中学,上海市吴淞中学,711.5,否,50,388.5,128,127,127
宝山区,上海市大华中学,上海市行知中学,732.5,否,50,401.5,128,128,138
宝山区,上海市大华中学,上海大学附属中学,714.5,否,50,386.5,138,119,139
宝山区,上海市大华中学,上海师范大学附属中学宝山分校,725,否,50,396.5,132,126,134
宝山区,上海市大华中学,上海市吴淞中学,708,否,50,378,121,119,141
宝山区,上海市月浦中学,复旦大学附属中学,748.5,否,50,415.5,150,127,140
宝山区,上海市月浦中学,上海市行知中学,722,否,50,386,127,119,142
宝山区,上海市月浦中学,上海大学附属中学,713.5,否,50,384.5,138,116,141
宝山区,上海市月浦中学,上海师范大学附属中学宝山分校,719,否,50,397,133,122,125
宝山区,上海市月浦中学,上海市吴淞中学,715,否,50,382,124,120,134
宝山区,上海市罗泾中学,上海市行知中学,710,否,50,389,131,121,125
宝山区,上海市罗泾中学,上海大学附属中学,705.5,否,50,393.5,130,124,123
宝山区,上海市罗泾中学,上海师范大学附属中学宝山分校,691,否,50,375.5,112,126,123
宝山区,上海市罗泾中学,上海市吴淞中学,703,否,50,384,124,126,129
宝山区,上海市罗南中学,上海交通大学附属中学,752,否,50,421,149,125,139
宝山区,上海市罗南中学,上海市行知中学,732.5,否,50,400.5,138,121,141
宝山区,上海市罗南中学,上海大学附属中学,720,否,50,393.5,133,121,134
宝山区,上海市罗南中学,上海师范大学附属中学宝山分校,728.5,否,50,408.5,128,132,123
宝山区,上海市罗南中学,上海市吴淞中学,717.5,否,50,387,132,124,138
宝山区,上海市民办交华中学,上海市行知中学,721.5,否,50,399.5,133,123,131
宝山区,上海市民办交华中学,上海大学附属中学,714,否,50,389.5,128,115,133
宝山区,上海市民办交华中学,上海师范大学附属中学宝山分校,722.5,否,50,396.5,135,122,139
宝山区,上海市民办交华中学,上海市吴淞中学,708.5,否,50,375.5,126,118,137
宝山区,上海市宝山实验学校高境分校,上海市行知中学,729,否,50,402,139,121,131
宝山区,上海市宝山实验学校高境分校,上海大学附属中学,707,否,50,390,129,121,127
宝山区,上海市宝山实验学校高境分校,上海师范大学附属中学宝山分校,711.5,否,50,381.5,136,116,140
宝山区,上海市宝山实验学校高境分校,上海市吴淞中学,700,否,50,378,125,114,133
宝山区,上海市宝山区罗店第二中学,上海市行知中学,736,否,50,402,141,120,139
宝山区,上海市宝山区罗店第二中学,上海大学附属中学,706.5,否,50,393.5,130,128,118
宝山区,上海市宝山区罗店第二中学,上海师范大学附属中学宝山分校,729,否,50,403,141,127,135
宝山区,上海市宝山区罗店第二中学,上海市吴淞中学,713.5,否,50,395,128,125,125
宝山区,上海市宝山区乐之中学,上海市行知中学,713.5,否,50,388,128,125,138
宝山区,上海市宝山区乐之中学,上海大学附属中学,711,否,50,388.5,119,127,132
宝山区,上海市宝山区乐之中学,上海师范大学附属中学宝山分校,722,否,50,387.5,137,115,140
宝山区,上海市宝山区乐之中学,上海市吴淞中学,694.5,否,50,384.5,129,120,123
宝山区,上海市宝山区美兰湖中学,上海市行知中学,717,否,50,393.5,119,129,128
宝山区,上海市宝山区美兰湖中学,上海大学附属中学,710,否,50,397,136,124,123
宝山区,上海市宝山区美兰湖中学,上海师范大学附属中学宝山分校,733.5,否,50,408.5,141,124,132
宝山区,上海市宝山区美兰湖中学,上海市吴淞中学,693.5,否,50,380.5,129,121,126
宝山区,上海市宝山区杨泰实验中学,上海市上海中学,753.5,否,50,415.5,145,124,147
宝山区,上海市宝山区杨泰实验中学,上海市行知中学,738,否,50,414,138,135,134
宝山区,上海市宝山区杨泰实验中学,上海大学附属中学,717,否,50,393.5,138,120,129
宝山区,上海市宝山区杨泰实验中学,上海师范大学附属中学宝山分校,734.5,否,50,394.5,130,127,139
宝山区,上海市宝山区杨泰实验中学,上海市吴淞中学,717,否,50,399,141,126,127
宝山区,上海师范大学附属宝山罗店中学,上海市上海中学,716.5,否,50,386.5,137,115,135
宝山区,上海师范大学附属宝山罗店中学,上海市行知中学,698.5,否,50,378.5,125,125,127
宝山区,上海师范大学附属宝山罗店中学,上海大学附属中学,694.5,否,50,381.5,128,124,121
宝山区,上海师范大学附属宝山罗店中学,上海市吴淞中学,689,否,50,366,119,124,126
宝山区,上海市宝山中学,上海市行知中学,748,否,50,421,146,127,130
宝山区,上海市宝山中学,上海大学附属中学,734.5,否,50,406,136,127,134
宝山区,上海市宝山中学,上海师范大学附属中学宝山分校,737,否,50,409,135,132,135
宝山区,上海市宝山中学,上海市吴淞中学,719.5,否,50,395,132,121,133
宝山区,上海市顾村中学,上海市行知中学,727,否,50,401.5,138,123,133
宝山区,上海市顾村中学,上海大学附属中学,705,否,50,381.5,121,124,128
宝山区,上海市顾村中学,上海师范大学附属中学宝山分校,715.5,否,50,388.5,130,120,138
宝山区,上海市顾村中学,上海市吴淞中学,698,否,50,387.5,126,127,129
宝山区,上海市行知实验中学,上海市上海中学,758,否,50,421,144,131,139
宝山区,上海市行知实验中学,上海市行知中学,721.5,否,50,396.5,132,124,133
宝山区,上海市行知实验中学,上海大学附属中学,721,否,50,384,135,115,141
宝山区,上海市行知实验中学,上海师范大学附属中学宝山分校,724,否,50,405,136,125,129
宝山区,上海市行知实验中学,上海市吴淞中学,712,否,50,381,123,123,137
宝山区,上海市高境第一中学,上海市行知中学,714,否,50,388,126,129,133
宝山区,上海市高境第一中学,上海大学附属中学,704.5,否,50,381.5,138,117,135
宝山区,上海市高境第一中学,上海师范大学附属中学宝山分校,709,否,50,386.5,130,122,129
宝山区,上海市高境第一中学,上海市吴淞中学,695,否,50,379.5,124,125,124
宝山区,上海市盛桥中学,上海市行知中学,723,否,50,387.5,135,117,139
宝山区,上海市盛桥中学,上海大学附属中学,707.5,否,50,390.5,126,128,125
宝山区,上海市盛桥中学,上海师范大学附属中学宝山分校,717.5,否,50,397.5,124,134,124
宝山区,上海市盛桥中学,上海市吴淞中学,712,否,50,385,130,117,136
宝山区,上海市同洲模范学校,上海市行知中学,732,否,50,401,133,126,134
宝山区,上海市同洲模范学校,上海大学附属中学,720.5,否,50,398,133,127,128
宝山区,上海市同洲模范学校,上海师范大学附属中学宝山分校,729.5,否,50,409,138,130,131
宝山区,上海市同洲模范学校,上海市吴淞中学,714,否,50,388.5,126,121,135
宝山区,上海市宝山实验学校,上海交通大学附属中学,759.5,否,50,420.5,150,124,142
宝山区,上海市宝山实验学校,上海市行知中学,737.5,否,50,410.5,140,129,131
宝山区,上海市宝山实验学校,上海大学附属中学,713.5,否,50,394.5,130,121,127
宝山区,上海市宝山实验学校,上海师范大学附属中学宝山分校,728.5,否,50,399.5,139,121,133
宝山区,上海市宝山实验学校,上海市吴淞中学,712.5,否,50,399.5,140,126,124
宝山区,上海金瑞学校,上海市行知中学,708.5,否,50,391.5,130,126,126
宝山区,上海金瑞学校,上海师范大学附属中学宝山分校,660.5,否,50,377,111,131,100
宝山区,上海市民办锦秋学校,上海市行知中学,733.5,否,50,409.5,134,134,133
宝山区,上海市民办锦秋学校,上海大学附属中学,714.5,否,50,382,124,124,134
宝山区,上海市民办锦秋学校,上海师范大学附属中学宝山分校,676.5,否,50,380.5,125,118,114
宝山区,上海市民办锦秋学校,上海市吴淞中学,713,否,50,390,130,122,137
宝山区,上海市月浦实验学校,上海市行知中学,732,否,50,401,136,120,138
